Ortalama Kapanış Fiyatı (USD),Ortalama Kapanış Fiyatı Etiket (USD),Hareketli Ortalama Yakınsaklık Diverjansı,Stokastik Osilatörü,Ortalama Gerçek Fark
627.44,621.785,-2.057748994484948,39.158395078988036,8.565000000000055
621.785,621.885,-2.5895046600025466,23.34684747658325,11.579999999999814
621.885,618.95,-2.973943959668528,23.62645044037473,8.129999999999995
618.95,624.9000000000002,-3.456747567626021,17.580490914887022,16.314999999999827
624.9000000000002,630.03,-3.3516684067379785,61.59011549825546,15.569999999999823
630.03,626.94,-2.890461678339511,89.14853612677958,12.605000000000018
626.94,622.9549999999998,-2.7797156104962193,72.54901960784369,8.529999999999973
622.9549999999998,621.26,-2.9807116456842078,51.141552511414794,8.440000000000055
621.26,615.425,-3.2273052506608755,42.035992479183676,14.875
615.425,619.105,-3.7917353327847794,10.690303518667784,12.595000000000027
619.105,600.9849999999999,-3.8748214631894102,30.4593070104758,8.05499999999995
600.9849999999999,600.4649999999998,-5.176559341606218,0.0,27.26499999999976
600.4649999999998,595.115,-6.026577307587686,0.0,13.504999999999995
595.115,590.4,-6.870853017776113,0.0,10.904999999999973
590.4,586.4549999999998,-7.630720086391097,0.0,9.419999999999959
586.4549999999998,580.475,-8.242843754297107,0.0,21.245000000000005
580.475,557.4200000000002,-8.867966224555571,0.0,16.715000000000032
557.4200000000002,580.54,-10.698098924762,0.0,27.355000000000018
580.54,596.56,-9.992201573103124,31.84134416746983,33.299999999999955
596.56,588.6700000000002,-8.018958659328307,56.30034522439562,265.7650000000002
588.6700000000002,585.4849999999999,-6.922515304948229,47.68444342717659,12.24499999999989
585.4849999999999,584.8050000000002,-6.133630534909614,43.96146616541322,10.394999999999982
584.8050000000002,578.355,-5.399950360283956,44.394909621463995,10.300000000000182
578.355,579.3299999999998,-5.13670996732488,33.93855880684103,10.274999999999977
579.3299999999998,584.0450000000002,-4.674658946260462,50.292666131067996,9.67999999999995
584.0450000000002,587.2149999999998,-3.8133244038475382,61.85387385294514,9.370000000000005
587.2149999999998,585.635,-2.804505367323662,76.12416964741901,7.85000000000025
585.635,585.48,-2.061710693291559,72.08737864077665,4.3799999999999955
585.48,573.24,-1.4255417969608528,71.69136433316302,8.704999999999814
573.24,566.345,-1.7508735819375776,40.41900868676525,15.319999999999823
566.345,548.905,-2.358066793387521,22.802759325497945,10.789999999999964
548.905,508.99500000000006,-3.899023255876381,0.0,42.31000000000006
508.99500000000006,503.24,-7.658019777933395,0.0,50.43000000000018
503.24,524.5699999999998,-10.400192884824078,0.0,37.625
524.5699999999998,499.09,-10.381459477103634,25.40041679071136,41.5449999999999
499.09,476.71,-11.765417888128939,0.0,38.14499999999998
476.71,491.14,-13.858321391847813,0.0,56.14999999999998
491.14,516.685,-13.725777857983593,13.05823265915572,34.485000000000014
516.685,517.575,-11.214596265355656,36.17483371793134,57.12950000000001
517.575,515.11,-8.863621111156956,36.9802271390436,21.58000000000004
515.11,498.575,-6.931399703165194,35.253614872618805,23.745000000000005
498.575,507.5750000000001,-6.358363095430576,20.1020501976648,22.134999999999877
507.5750000000001,503.16,-4.921482942609739,31.974515694602832,16.855000000000018
503.16,510.305,-3.878851168490005,29.508562503486395,12.234999999999957
510.305,511.43,-2.313115160881523,46.53369346907685,12.16500000000002
511.43,506.875,-0.8580535036356274,72.5449226911829,10.24000000000018
506.875,508.41,0.06572220244554572,63.02758044295887,7.889999999999986
508.41,499.925,1.022552461773948,66.23485165064804,10.399999999999977
499.925,481.20500000000015,1.2516091743522004,56.80900526122598,9.845000000000027
481.20500000000015,480.185,0.22393645965233944,10.999632937722177,26.57000000000005
480.185,475.645,-0.3865857660759886,0.0,14.19500000000005
475.645,474.465,-0.9357597580046004,0.0,12.510000000000048
474.465,488.315,-1.1818547196109286,0.0,6.2450000000000045
488.315,477.62000000000006,-0.12596374865205462,34.07553204576211,23.485000000000014
477.62000000000006,480.55,0.05224041257215006,8.53510077099982,13.975000000000023
480.55,477.58000000000015,0.5840221500790186,16.4615176518329,7.379999999999939
477.58000000000015,469.38,0.923897582164571,8.426890301637162,5.970000000000027
469.38,472.93,0.7410693854454173,0.0,19.014999999999986
472.93,476.95,1.038247166462856,8.442330558858526,14.670000000000016
476.95,476.49500000000006,1.6969685071306522,19.39533692031767,16.569999999999993
476.49500000000006,473.215,2.2663894636372888,18.22956699974394,12.824999999999989
473.215,478.04,2.549269350992933,12.555246357832631,13.050000000000011
478.04,475.99,3.20006696496786,45.735410615262865,11.329999999999984
475.99,469.685,3.592291011874728,34.90889886453664,6.394999999999982
469.685,463.575,3.4800911749683756,1.6107736994983195,10.37500000000017
463.575,454.43,3.0258220799590525,0.0,11.224999999999852
454.43,426.09,2.123499833516494,0.0,20.325000000000045
426.09,395.565,-0.4464877817381563,0.0,46.5
395.565,410.175,-4.2667509592853605,0.0,44.36500000000001
410.175,400.12000000000006,-5.601394639801608,17.71445892694757,37.915000000000134
400.12000000000006,398.87000000000006,-6.905208137944378,5.522885722946423,20.929999999999836
398.87000000000006,434.05,-7.505656211368851,4.007274931797591,12.649999999999977
434.05,422.045,-4.9669412597950355,46.66262503789027,52.07499999999999
422.045,408.925,-3.6777020349446055,32.10669899969689,22.17500000000001
408.925,403.27,-3.386501672937751,16.198848135798738,20.25
403.27,399.51,-3.26853054813461,9.342224916641385,17.80450000000002
399.51,375.03,-3.1366964622757543,4.905191171899276,11.150000000000034
375.03,371.89999999999986,-4.483309042095769,0.0,32.28499999999997
371.89999999999986,389.115,-5.291517536274679,0.0,18.284999999999968
389.115,383.93,-4.227596250485181,20.859081546104587,23.045000000000016
383.93,373.21,-3.480919291629103,19.35639581657299,14.350000000000136
373.21,358.215,-3.3751836006269187,2.107803700724236,14.490000000000009
358.215,327.435,-4.027844291437582,0.0,21.545000000000016
327.435,322.985,-6.323137935936703,0.0,42.69
322.985,326.215,-7.805893439656462,0.0,60.235000000000014
326.215,332.885,-8.108112166404098,2.9082069058658995,46.72000000000003
332.885,352.885,-7.312043295283797,9.993943064809184,21.69999999999999
352.885,363.73,-4.801584036021669,34.7917151501047,29.044999999999902
363.73,360.2,-1.8141757422279419,50.750451516472594,38.125
360.2,361.635,0.38423421437791916,48.631166285527584,25.77000000000004
361.635,375.07,2.3121741603952373,58.44548616361709,14.854999999999961
375.07,387.97500000000014,4.84678326649081,78.76153031906848,24.80000000000001
387.97500000000014,400.66,7.684720810873429,98.2761227884472,32.33499999999998
400.66,393.99,10.621436132078987,100.0,23.919999999999845
393.99,381.62000000000006,12.132401350409872,91.41293852590923,18.509999999999877
381.62000000000006,381.95,12.166759955054019,75.48760862568399,25.855000000000018
381.95,390.29,12.05675486356327,75.91245574509168,14.420000000000016
390.29,386.89,12.409802023440314,86.64950112648857,17.5
386.89,381.095,12.221081044550829,81.50312311102152,7.035000000000025
381.095,384.32565,11.470490060572963,71.13242345997789,13.295000000000016
384.32565,381.0,10.982582770853988,65.80983778126631,12.049999999999727
381.0,356.58000000000015,10.21224523298757,51.40879881364308,7.300000000000011
356.58000000000015,357.50499999999994,7.741234692310465,0.0,30.07999999999987
357.50499999999994,348.05,5.960697815064444,2.0984573502717483,15.155000000000143
348.05,352.5850000000001,3.971824657592178,0.0,16.575000000000102
352.5850000000001,350.325,2.8993942923972096,8.620034214027905,15.36999999999989
350.325,355.03,2.0162432818644955,4.324272951910239,8.974999999999852
355.03,334.45,1.7924923689413141,15.193730953417418,6.810000000000116
334.45,344.99500000000006,0.22346663411484435,0.0,21.764999999999986
344.99500000000006,337.495,-0.0097238213235471,18.884312320917026,18.720000000000027
337.495,325.94,-0.5890656889389003,5.453080229226386,11.169999999999959
325.94,323.43,-1.6844594634278174,0.0,19.79500000000013
323.43,324.53,-2.4574790296925357,0.0,9.450000000000102
324.53,328.56,-2.7165372646703823,1.8063687636144226,11.75
328.56,337.9650000000001,-2.3914658796322783,8.910891089108905,10.660000000000025
337.9650000000001,349.24500000000006,-1.2762581191401754,42.65590608950876,17.685000000000116
349.24500000000006,341.8300000000001,0.4965819184257452,75.75935436537081,15.50500000000011
341.8300000000001,345.19,1.3337967349568114,58.227848101266176,10.339999999999975
345.19,362.385,2.256631019120512,68.86075949367093,5.82000000000005
362.385,367.2000000000001,4.201101832718242,100.0,20.215000000000032
367.2000000000001,368.825,5.910303493055643,99.99999999999999,18.985000000000127
368.825,422.25,7.1633105795438485,100.0,8.564999999999998
422.25,420.175,11.765471054405934,100.0,64.13000000000017
420.175,399.5235,14.584341153023239,97.90022262699858,64.90999999999997
399.5235,376.75,14.705498289617566,77.00212507589558,36.199999999999875
376.75,389.035,12.751448824087273,53.95668892936652,36.76999999999998
389.035,387.625,11.898953034998826,66.01002865329517,16.694999999999993
387.625,372.44,10.85360512782852,63.04301419575195,35.5
372.44,379.095,8.704284443714322,40.9028890075339,22.254999999999995
379.095,356.175,7.403184316800792,46.33797562795321,12.104999999999961
356.175,350.2650000000001,4.609935003614893,17.837602586421202,28.610000000000127
350.2650000000001,349.735,2.069635817763348,6.585777316376982,13.184999999999889
349.735,363.87000000000006,0.17265473181764596,0.0,14.694999999999993
363.87000000000006,374.57055000000014,-0.15749912908498226,19.492518789216092,17.30000000000001
374.57055000000014,376.595,0.38129949176065736,34.24884506653814,41.25999999999999
376.595,368.185,0.8922945652731512,37.040612287113035,18.860000000000014
368.185,369.77499999999986,0.6172224575585127,26.192504258943767,14.178150000000016
369.77499999999986,376.213,0.5138947694059033,40.25025859385169,7.150199999999984
376.213,374.99,0.882441884785312,67.37404580152672,22.04989999999998
374.99,376.86649999999986,1.0209351808776423,64.26208651399489,12.675000000000011
376.86649999999986,377.065,1.2141566272179254,71.60596463446782,7.959999999999866
377.065,380.765,1.3179475161136196,93.0858310626702,7.196149999999989
380.765,375.53300000000013,1.6052543596234483,100.0,6.625
375.53300000000013,369.712,1.3696947084830249,83.13889784079967,8.92394999999999
369.712,377.1965,0.7291154926231604,64.37963261359972,16.53000000000003
377.1965,373.575,0.7778214583875633,88.49983886561401,12.805000000000007
373.575,375.847,0.5127674442487997,57.443030482391066,6.865000000000009
375.847,362.305,0.4574687091803602,60.906200317964924,5.074999999999989
362.305,352.94,-0.5840465788191147,0.0,16.069500000000005
352.94,346.065,-1.9871846787671805,0.0,19.730000000000075
346.065,349.47,-3.4195068965690925,0.0,10.714999999999918
349.47,352.54,-4.084755774120421,9.812680115273864,22.159999999999968
352.54,351.27499999999986,-4.207288579163688,18.659942363112464,8.865000000000009
351.27499999999986,354.595,-4.24966323379577,15.014409221901635,5.844999999999857
354.595,348.095,-3.9001415817277882,24.58213256484159,10.809999999999889
348.095,329.8300000000001,-3.9860166531964762,5.850144092219107,9.455000000000155
329.8300000000001,320.095,-5.216286259174509,0.0,19.77000000000004
320.095,310.4650000000001,-6.595889520996039,0.0,21.38499999999999
310.4650000000001,317.035,-8.021715482192498,0.0,19.035000000000082
317.035,330.43,-8.262419452328933,10.048637239607151,11.954999999999984
330.43,318.61,-7.160364034905859,30.535927319445644,15.774999999999977
318.61,330.29,-6.948804134972271,15.711805555555436,12.58499999999998
330.29,334.915,-5.676810017959164,44.9240879220484,12.995000000000005
334.915,322.925,-4.197705192615139,55.404486743711686,10.29500000000013
322.925,319.43,-3.807845357738981,28.23476093360512,13.71999999999997
319.43,328.38,-3.5842459990698643,20.314978472694154,6.139999999999986
328.38,316.19000000000005,-2.5874445956119914,40.59596646272362,13.835000000000036
316.19000000000005,317.585,-2.592038325471963,12.973034217085823,16.194999999999993
317.585,312.4650000000001,-2.3243102045967614,18.921073611479944,7.449999999999989
312.4650000000001,309.93,-2.338197960686953,8.179959100204522,9.724999999999909
309.93,319.0459333333333,-2.3619635159125583,0.0,7.069999999999936
319.0459333333333,317.55234333333334,-1.5527668935353454,36.48562470815814,9.315933333333362
317.55234333333334,315.27801,-0.9419854975291173,30.507677940097373,7.99973
315.27801,281.83185333333336,-0.545581474637169,21.404882929757793,4.9605033333333495
281.83185333333336,262.8830233333333,-2.550345087960949,0.0,35.942746666666665
262.8830233333333,274.82336000000004,-5.14052997609754,0.0,32.037649999999985
274.82336000000004,283.2705650000001,-5.837320228277054,16.57643899170158,19.86815333333334
283.2705650000001,298.499865,-5.420927479558811,31.127454585308502,26.48512000000011
298.499865,284.5826600000001,-3.7397872695063956,54.37936753620131,24.914860000000033
284.5826600000001,295.59505333333334,-3.308788896389002,33.13074552601502,13.91720499999991
295.59505333333334,276.13666666666666,-1.9794654317105138,58.24489863506008,20.706090000000017
276.13666666666666,265.8612,-2.2445147091119235,23.598569471085707,23.342553333333342
265.8612,266.6991233333333,-2.9634993479786296,5.30274636172998,12.657480000000021
266.6991233333333,224.28000333333333,-3.178363036042718,6.79469778186352,17.80998999999997
224.28000333333333,176.5233333333333,-6.132912587796941,0.0,50.06663333333336
176.5233333333333,215.8998,-11.301235333991354,0.0,66.67063333333331
215.8998,209.35747666666668,-11.59704558085156,28.378478918776636,61.61862999999997
209.35747666666668,200.30556666666664,-11.731188509812142,26.918410357052455,24.63666333333333
200.30556666666664,213.8918,-11.913861486099055,19.49738446271337,13.894143333333375
213.8918,213.52,-10.486045837840582,30.635783913569497,22.898049999999984
213.52,213.77294,-8.958354469782385,30.330971180398805,9.206666666666706
213.77294,225.4416666666667,-7.353922682590053,30.538338939215908,12.42628000000002
225.4416666666667,231.50187000000003,-4.918599126759155,41.08308281205089,19.63910000000004
231.50187000000003,233.22762000000003,-2.3721566519440316,46.17262324476937,13.396646666666726
233.22762000000003,249.5041666666667,-0.13710330706773632,56.92439432472231,12.428889999999967
249.5041666666667,257.9866666666667,2.851891662310827,80.93173714733564,19.433730000000054
257.9866666666667,272.7366666666667,5.714314197906983,90.33836391489707,17.14517333333336
272.7366666666667,260.17448666666667,8.8396127009134,99.99999999999999,53.997623333333365
260.17448666666667,241.21175666666667,10.07959974414793,86.94341047671838,38.68098333333327
241.21175666666667,233.4832533333333,9.479620573492443,56.476002711542435,44.47468333333336
233.4832533333333,225.27034333333333,8.397130840284646,45.80585779681192,21.547529999999966
225.27034333333333,216.9991933333333,6.964602988683996,34.46693018146443,18.51988666666665
216.9991933333333,231.02420333333336,5.318845474519897,5.875361666197498,19.303616666666642
231.02420333333336,234.71926666666664,5.169936497348136,29.559589079651026,23.952086666666673
234.71926666666664,230.54688666666667,5.333720291831744,35.524088877692996,18.88721000000001
230.54688666666667,227.0538225,5.14184603038874,24.306256676388077,18.957466666666676
227.0538225,217.29,4.7482214654533035,18.039262573916503,9.19932666666665
217.29,222.4452,3.769277802018518,0.5217435403423321,13.493822499999965
222.4452,228.31331666666665,3.4756599164500237,9.770817263454532,10.73999999999998
228.31331666666665,225.0204666666667,3.721876464994578,20.29895267349162,10.892006666666646
225.0204666666667,220.76666666666665,3.678937134659593,14.391167833107236,11.648150000000015
220.76666666666665,218.65666666666667,3.360292179319563,8.725993600661164,10.498676666666682
218.65666666666667,215.46666666666667,3.007491453151415,6.845509541947306,6.854996666666665
215.46666666666667,223.11666333333332,2.560898186447229,0.0,6.85005000000001
223.11666333333332,234.74094,2.8377571919077873,39.73487563584484,7.753330000000005
234.74094,254.74,3.8980075638151916,100.0,23.51666666666668
254.74,234.3009333333333,6.0736422548243745,100.0,23.2233333333333
234.3009333333333,239.79918666666663,6.0561722778462705,47.95688338142918,39.375543333333354
239.79918666666663,245.91098,6.3481047325039555,61.95684943133582,14.943386666666697
245.91098,236.22333666666668,6.88570506307247,77.51904600237647,16.28558666666669
236.22333666666668,240.9466666666667,6.437213056206012,52.85181632999493,14.690936666666687
240.9466666666667,243.25342666666666,6.335008512984157,64.87862841622818,7.645000000000039
243.25342666666666,243.83677000000003,6.299525538796307,70.75223221863855,8.850106666666619
