Tarih,Ortalama Açılış Fiyatı (USD),Ortalama Yüksek Fiyatı (USD),Ortalama Düşük Fiyatı (USD),Ortalama Kapanış Fiyatı (USD)
2014-03-23,567.305,569.89,561.47,563.6
2014-03-24,559.3,591.3,549.5,587.995
2014-03-25,586.24,587.0699999999999,573.98,582.89
2014-03-26,581.885,593.5,567.5,588.245
2014-03-27,581.94,585.46,482.315,486.76500000000004
2014-03-28,500.0,528.5,479.1499999999999,499.7250000000001
2014-03-29,504.09,507.5,488.9750000000001,491.9550000000001
2014-03-30,492.5,492.50499999999994,438.175,462.05
2014-03-31,469.3,485.8500000000001,440.565,453.41499999999996
2014-04-01,457.565,497.99,451.74,480.905
2014-04-02,479.0800000000001,492.74500000000006,432.895,441.16499999999996
2014-04-03,439.75499999999994,463.5249999999999,419.055,449.905
2014-04-04,446.26500000000004,458.815,432.47,451.095
2014-04-05,451.5,462.8,443.22,462.8
2014-04-06,464.05,464.1499999999999,451.945,454.98
2014-04-07,460.09,463.905,445.5,450.655
2014-04-08,450.805,459.0249999999999,447.49500000000006,451.16
2014-04-09,454.27,456.135,439.03999999999996,442.095
2014-04-10,440.965,441.3500000000001,363.785,366.56
2014-04-11,359.05,429.60999999999996,332.395,419.62999999999994
2014-04-12,420.375,434.75,412.85999999999996,419.21000000000004
2014-04-13,419.9550000000001,421.375,400.69000000000005,410.26
2014-04-14,409.72,469.5,405.575,458.75
2014-04-15,456.675,521.875,453.26,518.0
2014-04-16,516.55,535.395,496.51,526.125
2014-04-17,524.405,528.025,486.315,500.3999999999999
2014-04-18,499.74,505.67,476.785,486.82500000000005
2014-04-19,485.135,508.715,478.76,504.3999999999999
2014-04-20,507.59,514.49,501.5,506.2250000000001
2014-04-21,505.035,512.5,492.885,496.87000000000006
2014-04-22,498.74,502.95,486.6000000000001,489.0
2014-04-23,492.43,495.03,482.305,491.105
2014-04-24,488.97,501.25,480.0,499.8500000000001
2014-04-25,497.615,499.18,442.135,463.26
2014-04-26,467.03,470.7250000000001,452.465,459.0
2014-04-27,459.60999999999996,461.23499999999996,435.7,435.7250000000001
2014-04-28,432.0,450.0800000000001,428.5,445.45
2014-04-29,439.56500000000005,452.23499999999996,431.78,441.0
2014-04-30,447.0,451.99500000000006,436.78999999999996,448.56
2014-05-01,449.905,464.44,449.375,459.98499999999996
2014-05-02,459.99,461.31,445.75499999999994,454.0
2014-05-03,452.0,453.25,431.805,439.77
2014-05-04,439.26500000000004,441.73,430.21000000000004,434.4550000000001
2014-05-05,436.145,442.44,425.75,430.00499999999994
2014-05-06,429.095,432.75,420.02,429.00499999999994
2014-05-07,429.5,450.35999999999996,425.78,439.0
2014-05-08,440.73499999999996,448.53999999999996,438.56,440.24500000000006
2014-05-09,439.8,454.5449999999999,438.6000000000001,449.185
2014-05-10,452.39000000000004,455.74500000000006,449.445,453.24500000000006
2014-05-11,453.66499999999996,453.91499999999996,430.07500000000005,436.0
2014-05-12,436.10999999999996,442.385,432.28,441.25
2014-05-13,440.74,440.875,432.145,438.185
2014-05-14,438.185,446.98,435.18,445.0
2014-05-15,442.035,447.33500000000004,441.01,443.99500000000006
2014-05-16,444.135,447.7050000000001,443.25,444.7949999999999
2014-05-17,445.2749999999999,447.24,440.19,445.51500000000004
2014-05-18,443.535,445.09,440.395,442.8300000000001
2014-05-19,440.8300000000001,445.0,432.595,443.655
2014-05-20,444.1699999999999,490.0,443.57,482.4750000000001
2014-05-21,484.5,489.55,481.45000000000005,485.815
2014-05-22,485.26500000000004,518.5,484.2,516.145
2014-05-23,518.495,538.4449999999999,509.67499999999995,516.66
2014-05-24,511.875,517.03,507.7,515.37
2014-05-25,518.135,579.1700000000001,517.46,570.025
2014-05-26,571.25,586.79,564.3900000000001,578.44
2014-05-27,578.73,587.51,553.94,571.35
2014-05-28,571.35,581.15,563.4300000000001,578.835
2014-05-29,575.3299999999999,578.5550000000001,563.9649999999999,572.6800000000001
2014-05-30,581.185,629.2,579.28,625.0
2014-05-31,621.0,632.05,614.81,631.7
2014-06-01,632.9,685.305,621.765,638.745
2014-06-02,639.025,676.5,618.485,665.36
2014-06-03,667.5350000000001,687.44,657.3050000000001,676.51
2014-06-04,675.075,677.4300000000001,630.9300000000001,646.44
2014-06-05,646.19,669.815,644.845,662.365
2014-06-06,661.23,664.065,650.905,651.0799999999999
2014-06-07,646.9549999999999,660.065,641.315,660.065
2014-06-08,660.99,664.655,655.85,660.175
2014-06-09,660.9649999999999,661.4649999999999,646.4649999999999,651.28
2014-06-10,651.4000000000001,660.2049999999999,644.725,651.095
2014-06-11,652.9,654.8199999999999,626.05,628.8
2014-06-12,629.905,635.23,559.5450000000001,579.5550000000001
2014-06-13,578.4549999999999,613.7850000000001,566.5,587.2950000000001
2014-06-14,588.0,589.005,541.855,560.475
2014-06-15,565.79,582.39,550.71,579.775
2014-06-16,586.425,605.5,581.005,583.4549999999999
2014-06-17,582.925,612.225,578.51,610.365
2014-06-18,610.99,618.54,601.845,609.25
2014-06-19,608.0,611.865,595.13,597.7
2014-06-20,594.635,600.8399999999999,585.755,594.51
2014-06-21,593.6600000000001,598.3,586.105,596.45
2014-06-22,598.165,612.525,596.4100000000001,604.0699999999999
2014-06-23,604.995,605.3299999999999,586.48,593.735
2014-06-24,592.0450000000001,592.06,578.55,579.95
2014-06-25,579.5,582.35,561.26,564.235
2014-06-26,566.95,579.4300000000001,564.6,578.9449999999999
2014-06-27,581.4100000000001,603.0899999999999,578.0,603.085
2014-06-28,601.265,607.34,594.8299999999999,594.8299999999999
2014-06-29,597.25,604.385,595.28,601.77
2014-06-30,602.6949999999999,646.5450000000001,600.52,640.56
2014-07-01,645.0,660.44,640.95,644.51
2014-07-02,644.415,656.8299999999999,639.5,649.2
2014-07-03,649.975,652.395,639.755,644.8050000000001
2014-07-04,649.23,650.24,622.405,630.62
2014-07-05,631.905,634.485,626.615,630.0
2014-07-06,632.75,637.905,626.675,631.9100000000001
2014-07-07,632.185,635.5,613.95,623.0450000000001
2014-07-08,622.675,626.11,613.9749999999999,621.24
2014-07-09,622.34,625.79,617.48,621.105
2014-07-10,620.23,621.9649999999999,608.2,613.435
2014-07-11,613.435,630.25,611.685,630.25
2014-07-12,630.03,636.2850000000001,625.85,632.05
2014-07-13,631.95,632.365,623.8,627.44
2014-07-14,626.3,628.0,616.4200000000001,621.785
2014-07-15,621.24,625.125,616.995,621.885
2014-07-16,621.45,628.3399999999999,612.025,618.95
2014-07-17,619.6949999999999,630.0699999999999,614.5,624.9000000000001
2014-07-18,626.355,630.21,617.605,630.03
2014-07-19,629.88,629.885,621.5,626.94
2014-07-20,626.625,626.625,618.5,622.9549999999999
2014-07-21,623.99,624.875,610.0,621.26
2014-07-22,621.315,624.495,611.9,615.425
2014-07-23,615.975,620.8,612.745,619.105
2014-07-24,618.895,619.425,592.1600000000001,600.9849999999999
2014-07-25,602.4449999999999,607.49,593.985,600.4649999999999
2014-07-26,600.9449999999999,600.98,590.075,595.115
2014-07-27,595.26,598.915,589.495,590.4
2014-07-28,588.8050000000001,591.995,570.75,586.4549999999999
2014-07-29,584.935,588.83,572.115,580.475
2014-07-30,580.65,580.915,553.56,557.4200000000001
2014-07-31,558.915,588.0,554.7,580.54
2014-08-01,580.77,606.6500000000001,340.885,596.56
2014-08-02,595.575,596.2,584.315,588.6700000000001
2014-08-03,586.73,587.4300000000001,578.2750000000001,585.4849999999999
2014-08-04,586.05,591.755,581.4549999999999,584.8050000000001
2014-08-05,585.225,586.495,576.22,578.355
2014-08-06,578.5,585.03,575.35,579.3299999999999
2014-08-07,579.335,587.625,578.255,584.0450000000001
2014-08-08,584.385,591.315,583.4649999999999,587.2149999999999
2014-08-09,586.01,587.63,583.25,585.635
2014-08-10,585.84,591.7049999999999,583.0,585.48
2014-08-11,586.845,587.0699999999999,571.75,573.24
2014-08-12,572.275,572.5699999999999,562.45,566.345
2014-08-13,568.48,569.845,527.535,548.905
2014-08-14,549.425,550.4300000000001,500.0,508.99500000000006
2014-08-15,512.62,523.395,485.77,503.24
2014-08-16,502.5800000000001,528.79,487.24500000000006,524.5699999999999
2014-08-17,524.4300000000001,525.905,487.76,499.09
2014-08-18,501.08500000000004,508.33500000000004,452.185,476.71000000000004
2014-08-19,472.37000000000006,495.99,461.50499999999994,491.14000000000004
2014-08-20,492.0249999999999,526.0,468.8705,516.685
2014-08-21,516.005,531.565,509.98499999999996,517.575
2014-08-22,518.8299999999999,524.75,501.00499999999994,515.11
2014-08-23,512.575,513.135,492.9750000000001,498.575
2014-08-24,498.825,514.365,497.51,507.57500000000005
2014-08-25,507.075,509.73,497.49500000000006,503.16
2014-08-26,505.37000000000006,515.325,503.87000000000006,510.305
2014-08-27,513.6700000000001,520.5450000000001,510.49500000000006,511.43
2014-08-28,511.955,514.155,506.26500000000004,506.875
2014-08-29,506.4750000000001,512.525,502.125,508.41
2014-08-30,508.0800000000001,508.14000000000004,498.565,499.925
2014-08-31,502.28,504.37000000000006,477.79999999999995,481.2050000000001
2014-09-01,483.18,489.74500000000006,475.54999999999995,480.185
2014-09-02,478.74500000000006,485.22,472.71000000000004,475.645
2014-09-03,476.5,478.42,472.175,474.465
2014-09-04,474.28,495.64000000000004,472.155,488.315
2014-09-05,488.34,489.285,475.30999999999995,477.62000000000006
2014-09-06,479.52,485.0,478.375,480.54999999999995
2014-09-07,480.565,483.31,477.34,477.5800000000001
2014-09-08,477.04999999999995,478.25,459.23499999999996,469.37999999999994
2014-09-09,469.635,475.92499999999995,461.25499999999994,472.93
2014-09-10,473.67499999999995,489.5,473.31,476.95
2014-09-11,478.7095,480.375,467.55,476.49500000000006
2014-09-12,476.555,477.925,464.875,473.215
2014-09-13,472.14000000000004,480.44,469.10999999999996,478.04
2014-09-14,477.57500000000005,480.34,473.945,475.99
2014-09-15,475.98,479.2050000000001,468.83,469.685
2014-09-16,468.135,474.3999999999999,463.175,463.575
2014-09-17,464.6000000000001,467.285,446.96000000000004,454.43
2014-09-18,454.845,456.48,409.98,426.09
2014-09-19,426.71000000000004,428.695,384.33,395.565
2014-09-20,396.17,429.19,391.2749999999999,410.17499999999995
2014-09-21,410.12999999999994,413.0249999999999,392.095,400.12000000000006
2014-09-22,400.435,407.78,395.12999999999994,398.87000000000006
2014-09-23,399.32,446.58500000000004,394.51,434.05
2014-09-24,433.76500000000004,435.89000000000004,413.715,422.045
2014-09-25,422.08,422.25,402.0,408.92499999999995
2014-09-26,410.615,414.5695,396.76500000000004,403.27
2014-09-27,402.75,406.99500000000006,395.845,399.51
2014-09-28,398.965,401.71000000000004,369.42499999999995,375.03
2014-09-29,376.05,384.51500000000004,366.23,371.8999999999999
2014-09-30,374.17,394.94,371.895,389.115
2014-10-01,388.28999999999996,391.375,377.0249999999999,383.93
2014-10-02,383.965,385.635,371.145,373.21000000000004
2014-10-03,373.905,376.595,355.05,358.215
2014-10-04,359.1699999999999,364.91,322.22,327.435
2014-10-05,326.925,340.295,280.06,322.985
2014-10-06,321.53,346.24,299.52,326.215
2014-10-07,329.53999999999996,335.775,314.075,332.885
2014-10-08,333.43,355.0,325.95500000000004,352.885
2014-10-09,352.41,385.62000000000006,347.49500000000006,363.73
2014-10-10,363.855,377.53999999999996,351.77,360.2
2014-10-11,359.8500000000001,367.03,352.175,361.635
2014-10-12,362.3500000000001,379.3,354.5,375.07
2014-10-13,372.795,398.01500000000004,365.68,387.9750000000001
2014-10-14,390.47,411.895,388.2050000000001,400.66
2014-10-15,397.365,401.10999999999996,382.6000000000001,393.99
2014-10-16,394.76,397.0,371.145,381.62000000000006
2014-10-17,382.435,385.855,371.435,381.95
2014-10-18,381.155,394.52,377.02,390.28999999999996
2014-10-19,388.445,391.675,384.64000000000004,386.89000000000004
2014-10-20,387.49500000000006,388.7,375.405,381.095
2014-10-21,380.865,390.6499999999999,378.6000000000001,384.32565
2014-10-22,384.32,387.16499999999996,379.865,381.0
2014-10-23,380.89000000000004,382.7749999999999,352.695,356.5800000000001
2014-10-24,356.465,361.825,346.6699999999999,357.50499999999994
2014-10-25,357.76500000000004,358.32500000000005,341.75,348.05
2014-10-26,347.7250000000001,359.635,344.26500000000004,352.58500000000004
2014-10-27,353.16,356.825,347.8500000000001,350.325
2014-10-28,351.095,356.35999999999996,349.54999999999995,355.03
2014-10-29,353.965,354.135,333.265,334.45
2014-10-30,335.46500000000003,351.73499999999996,333.015,344.99500000000006
2014-10-31,345.5249999999999,347.205,336.03499999999997,337.495
2014-11-01,337.82500000000005,338.95000000000005,319.155,325.94
2014-11-02,325.775,329.20500000000004,319.755,323.43
2014-11-03,324.25,334.745,322.995,324.53
2014-11-04,325.005,331.53499999999997,320.875,328.56
2014-11-05,330.355,342.58500000000004,324.9,337.96500000000003
2014-11-06,338.07,351.39000000000004,335.885,349.24500000000006
2014-11-07,349.24500000000006,351.075,340.735,341.8300000000001
2014-11-08,342.07500000000005,346.37000000000006,340.55,345.19
2014-11-09,344.94,363.175,342.96,362.385
2014-11-10,362.675,375.135,356.1499999999999,367.20000000000005
2014-11-11,366.48,369.365,360.79999999999995,368.825
2014-11-12,372.5449999999999,432.9550000000001,372.425,422.25
2014-11-13,427.49,449.46000000000004,384.55,420.175
2014-11-14,413.925,417.46000000000004,383.9750000000001,399.5235
2014-11-15,400.22715,406.75499999999994,369.98499999999996,376.75
2014-11-16,378.76500000000004,393.445,377.625,389.035
2014-11-17,389.375,411.0,375.5,387.625
2014-11-18,388.675,392.75499999999994,370.5,372.44
2014-11-19,373.98,384.01500000000004,371.91,379.095
2014-11-20,379.75,381.2050000000001,352.595,356.175
2014-11-21,354.98499999999996,357.26,344.07500000000005,350.26500000000004
2014-11-22,351.05,363.09,348.395,349.73499999999996
2014-11-23,350.89000000000004,367.035,349.875,363.87000000000006
2014-11-24,366.21000000000004,388.49,347.23,374.5705500000001
2014-11-25,374.76500000000004,392.555,373.695,376.595
2014-11-26,377.03999999999996,378.76,364.58185000000003,368.185
2014-11-27,368.8902,374.4052,367.25499999999994,369.7749999999999
2014-11-28,369.925,380.80999999999995,358.76009999999997,376.21299999999997
2014-11-29,375.625,384.8,372.125,374.99
2014-11-30,375.07,381.1499999999999,373.19,376.8664999999999
2014-12-01,376.385,381.155,373.95885,377.065
2014-12-02,376.96,382.71000000000004,376.08500000000004,380.76500000000004
2014-12-03,380.46,383.05395,374.12999999999994,375.5330000000001
2014-12-04,376.1965,378.935,362.405,369.712
2014-12-05,369.32,379.23,366.425,377.1965
2014-12-06,376.9845,378.055,371.19,373.575
2014-12-07,374.48,377.10999999999996,372.035,375.847
2014-12-08,375.60999999999996,376.42499999999995,360.35549999999995,362.305
2014-12-09,362.98600000000005,364.4750000000001,344.74500000000006,352.94
2014-12-10,353.0085000000001,354.98,344.26500000000004,346.065
2014-12-11,345.925,363.87000000000006,341.71000000000004,349.47
2014-12-12,349.62999999999994,357.78999999999996,348.925,352.53999999999996
2014-12-13,352.98499999999996,353.5249999999999,347.68,351.2749999999999
2014-12-14,351.155,358.0249999999999,347.215,354.595
2014-12-15,355.71000000000004,355.71000000000004,346.25499999999994,348.095
2014-12-16,348.49500000000006,348.74500000000006,328.975,329.83000000000004
2014-12-17,331.235,336.505,315.12,320.095
2014-12-18,320.30499999999995,323.34000000000003,304.305,310.46500000000003
2014-12-19,310.965,318.5,306.545,317.03499999999997
2014-12-20,317.17499999999995,331.495,315.72,330.43
2014-12-21,330.1,330.37,317.845,318.61
2014-12-22,319.53999999999996,331.605,318.7,330.28999999999996
2014-12-23,331.255,337.07500000000005,326.78,334.915
2014-12-24,335.275,335.575,321.855,322.925
2014-12-25,322.79999999999995,323.4,317.26,319.43
2014-12-26,319.525,330.91999999999996,317.085,328.38
2014-12-27,328.21500000000003,328.21500000000003,312.185,316.19000000000005
2014-12-28,316.875,319.075,311.625,317.585
2014-12-29,318.59749999999997,320.815,311.09000000000003,312.46500000000003
2014-12-30,313.86,316.03499999999997,308.96500000000003,309.93
2014-12-31,313.0782,319.24593333333337,311.57111333333336,319.0459333333333
2015-01-01,317.51289333333335,321.16929,313.16956,317.55234333333334
2015-01-02,313.53283000000005,317.67333333333335,312.71283,315.27801
2015-01-03,315.1767,317.10793333333334,281.16518666666667,281.83185333333336
2015-01-04,283.1746,291.92067333333335,259.8830233333333,262.8830233333333
2015-01-05,264.93505999999996,278.82,258.95184666666665,274.82336000000004
2015-01-06,266.620005,290.74512500000003,264.260005,283.27056500000003
2015-01-07,277.550005,301.91486499999996,277.000005,298.499865
2015-01-08,293.100005,293.100005,284.58266000000003,284.58266000000003
2015-01-09,282.60999999999996,300.1850533333333,279.47896333333335,295.5950533333333
2015-01-10,291.4323,294.46896666666663,272.2525,276.13666666666666
2015-01-11,273.1668966666667,276.68414666666666,264.02666666666664,265.8612
2015-01-12,266.8469333333333,281.82666666666665,264.0166766666667,266.6991233333333
2015-01-13,267.4766666666667,267.9266666666667,217.86003333333335,224.28000333333333
2015-01-14,225.1,230.7873,164.11666666666667,176.5233333333333
2015-01-15,176.03,234.95863,173.34,215.8998
2015-01-16,211.89991,222.38333333333333,197.74667,209.35747666666668
2015-01-17,204.39333333333335,208.6799,195.46333333333334,200.30556666666666
2015-01-18,200.86333333333334,220.08666666666667,197.1886166666667,213.8918
2015-01-19,209.72005,216.72,207.51333333333332,213.51999999999998
2015-01-20,213.3190333333333,217.45461333333333,205.02833333333334,213.77293999999998
2015-01-21,209.90035666666668,226.91278666666668,207.27368666666666,225.4416666666667
2015-01-22,226.32667,238.60998333333336,225.21333666666666,231.50187000000003
2015-01-23,231.6377333333334,236.83759,224.40869999999998,233.22762
2015-01-24,233.09420666666665,250.78460333333337,231.3508733333333,249.5041666666667
2015-01-25,250.22366333333335,259.68666666666667,242.5414933333333,257.9866666666667
2015-01-26,258.18,309.305,255.30737666666664,272.7366666666667
2015-01-27,265.36116,274.7143233333333,236.03334000000004,260.17448666666667
2015-01-28,259.31281666666666,271.42666,226.9519766666667,241.21175666666667
2015-01-29,239.07666666666668,243.04666666666665,221.4991366666667,233.48325333333332
2015-01-30,234.09666666666666,242.63689666666664,224.11701000000002,225.27034333333333
2015-01-31,228.31738333333337,235.67027666666664,216.36666,216.99919333333332
2015-02-01,217.12677333333332,234.61420333333334,210.66211666666666,231.02420333333336
2015-02-02,231.01717666666667,241.94717666666668,223.05996666666667,234.71926666666664
2015-02-03,238.62333333333336,246.02745000000002,227.0699833333333,230.54688666666667
2015-02-04,228.31750000000002,230.23382249999995,221.34756,227.05382250000002
2015-02-05,225.18999999999997,226.37419666666668,213.56000000000003,217.29
2015-02-06,217.15333333333334,225.17,214.42999999999998,222.4452
2015-02-07,221.69687333333331,231.91554666666664,221.02354,228.31331666666665
2015-02-08,228.29333333333335,230.50379999999998,218.85565,225.0204666666667
2015-02-09,221.45283666666668,225.98880999999997,215.49013333333335,220.76666666666665
2015-02-10,219.79666666666668,222.0716666666667,215.21667,218.65666666666667
2015-02-11,218.47671666666665,220.5533833333333,213.70333333333335,215.4666666666667
2015-02-12,219.61666666666665,223.21999666666667,218.66666666666666,223.11666333333335
2015-02-13,223.08999666666668,240.03333333333333,216.51666666666665,234.74094
2015-02-14,234.92333333333332,256.44666666666666,233.22333333333336,254.74
2015-02-15,249.05655000000002,266.60554333333334,227.23000000000002,234.30093333333332
2015-02-16,232.99,243.97585333333333,229.03246666666664,239.79918666666666
2015-02-17,233.57251333333335,247.99098,231.70539333333332,245.91098
2015-02-18,242.30185666666665,243.53,231.22004333333334,236.22333666666668
2015-02-19,237.04333333333335,243.84833333333336,236.20333333333335,240.9466666666667
2015-02-20,241.2069966666667,248.36096666666666,239.51086,243.25342666666666
2015-02-21,242.99820333333332,245.21677,242.46343666666667,243.83677
2015-02-22,246.6320466666667,247.78538,233.75199999999998,236.05666666666664
2015-02-23,236.27000000000004,240.46,233.11000333333334,238.29336666666666
2015-02-24,239.04809,239.81333333333336,236.85142333333332,238.95000000000002
2015-02-25,239.80433333333335,240.38433333333333,236.48517333333334,237.52850666666666
2015-02-26,237.61550666666668,238.83835666666667,234.73666666666668,237.71169
2015-02-27,237.67134333333334,257.4389733333333,236.9125,251.24741333333336
2015-02-28,250.78013,254.66962666666666,245.87667,252.38333333333333
2015-03-01,252.10333333333332,260.8992666666667,243.04192,256.35447999999997
2015-03-02,257.40727,277.76266,254.49951000000001,273.5590066666667
2015-03-03,276.13666666666666,284.4349,266.24264666666664,279.69416
2015-03-04,279.98321333333337,286.37016,269.08666666666664,275.1902433333333
2015-03-05,274.34912,283.3593466666667,265.0800033333333,273.72917666666666
2015-03-06,272.70374,277.10729999999995,266.45618333333334,268.72335000000004
2015-03-07,271.74,275.75,270.05618666666663,273.60141
2015-03-08,277.40003666666667,278.85525,271.41874,273.10873999999995
2015-03-09,273.33924666666667,292.99248,270.66258,291.3932766666667
2015-03-10,287.9663666666667,298.96633333333335,279.61969999999997,290.3433333333333
2015-03-11,290.53,297.70975333333337,288.1133333333333,296.2091666666667
2015-03-12,296.51249333333334,297.2058266666667,290.19236666666666,293.12201999999996
2015-03-13,293.23179333333337,294.30333333333334,279.36333333333334,284.4469633333333
2015-03-14,281.23335000000003,287.47298333333333,277.75297666666665,282.1092233333333
2015-03-15,283.8666666666667,287.3966666666667,281.38357,286.84
2015-03-16,287.09666666666664,294.2346733333333,286.75999666666667,291.5906566666667
2015-03-17,291.4251433333333,293.4634433333334,283.27,285.3064
2015-03-18,283.62020333333334,284.04355000000004,249.5300066666667,257.4399966666667
2015-03-19,255.50973333333332,270.88331999999997,250.71306666666666,260.2800033333333
2015-03-20,265.81333333333333,267.87543999999997,248.9412933333333,265.61544
2015-03-21,261.49485666666664,262.51819,257.59417333333334,259.97750666666667
2015-03-22,259.6866,271.1133333333333,259.3766,268.9166666666667
2015-03-23,269.34966333333335,270.8963366666667,261.56667,266.3092833333333
2015-03-24,265.61062999999996,265.7980133333333,243.33667,245.82666666666668
2015-03-25,246.16336,249.95988,236.885,247.46936333333335
2015-03-26,247.66666666666666,258.78666,246.32268999999997,250.14616666666666
2015-03-27,248.98664,250.71666666666667,244.59543,249.14666666666668
2015-03-28,247.44581000000002,254.41985,247.21914333333334,252.42333333333332
2015-03-29,251.93657666666664,251.95324333333335,240.12250333333336,242.51612
2015-03-30,243.56486,255.28653,237.7526366666667,254.44986333333335
2015-03-31,248.11577333333335,251.90668000000002,241.49399333333335,244.26402666666664
2015-04-01,245.48998666666665,247.84741333333332,240.27583666666666,245.71183666666664
2015-04-02,247.04000000000002,255.4766666666667,243.04999999999998,252.26
2015-04-03,252.10232333333335,255.9766666666667,250.53080333333332,253.70968000000002
2015-04-04,254.57666666666668,255.20000000000002,250.29334666666668,252.37501999999998
2015-04-05,253.7242233333333,260.62158666666664,252.37755666666666,260.05492000000004
2015-04-06,260.27666666666664,261.8881666666667,253.62700333333336,254.87333
2015-04-07,254.3686733333333,256.4531266666667,249.99333666666666,251.98911666666666
2015-04-08,251.87578333333332,255.44644333333335,243.74249999999998,246.58897333333334
2015-04-09,245.41333333333333,247.21579333333338,238.94416666666666,245.04927999999998
2015-04-10,242.46666666666664,244.19000000000003,232.04216,237.82752000000002
2015-04-11,238.04746666666665,240.1608,232.64940333333334,235.02106666666668
2015-04-12,235.88315333333335,238.34999666666667,234.23315333333335,237.58326
2015-04-13,237.3299066666667,237.87333,221.404,225.74509
2015-04-14,225.38175666666666,227.31891,214.82676333333333,219.43320666666668
2015-04-15,219.25633333333334,223.64333666666667,216.62032666666667,221.97295
2015-04-16,225.65839333333332,231.26453,223.78543666666667,229.61662333333334
2015-04-17,227.93666666666664,228.93816999999999,221.3053033333333,223.18533
2015-04-18,224.48333333333335,225.73666666666668,221.44024,222.98826333333332
2015-04-19,223.32460333333333,228.11666333333335,222.50126999999998,224.29285333333334
2015-04-20,224.1184033333333,226.78661666666667,222.57070666666667,224.43583333333333
2015-04-21,224.5409966666667,235.55686,223.9625,235.24474
2015-04-22,235.2000033333333,238.63728666666665,231.45083333333332,233.5233333333333
2015-04-23,233.77838333333335,236.03583333333333,232.06333333333336,235.79609666666667
2015-04-24,235.64666666666668,236.51383,229.07667,230.6575
2015-04-25,231.52400666666662,231.9406733333333,226.20826666666665,226.83333333333334
2015-04-26,226.26333333333332,226.64333333333332,215.47068333333334,220.00250000000003
2015-04-27,221.04215,233.7960866666667,218.26951666666665,227.41000333333332
2015-04-28,227.43666666666664,229.36052000000004,222.8033333333333,227.03508666666664
2015-04-29,226.17662,228.43400666666665,223.1833333333333,225.60999999999999
2015-04-30,225.53633333333337,239.97133333333332,224.82834,236.50249999999997
2015-05-01,235.88160333333335,238.91700666666665,231.44270000000003,231.6235333333333
2015-05-02,233.46296666666666,236.5466,231.21540666666667,234.50835666666669
2015-05-03,235.22991666666667,242.21416666666664,234.006,239.90339666666668
2015-05-04,239.84638,242.285,236.48933333333332,237.765
2015-05-05,238.34575333333333,238.72033333333334,231.49916666666664,235.48413333333335
2015-05-06,235.28865000000002,237.03330333333335,227.55366666666666,228.32500000000002
2015-05-07,228.8,240.60155999999998,227.57333333333335,236.40083
2015-05-08,236.84164,245.16666666666666,235.0303333333333,242.50350333333336
2015-05-09,243.11930666666666,245.50666666666666,237.23366666666666,241.90135999999998
2015-05-10,240.94367000000003,243.88787666666667,237.5711666666667,239.38667999999998
2015-05-11,240.0210125,244.2862525,238.63562499999998,241.828755
2015-05-12,241.47315,242.704995,238.81275,241.1856275
2015-05-13,241.1997125,243.94250000000002,235.13754250000002,236.09753999999998
2015-05-14,236.27503750000002,239.1175,233.4375,236.88250000000002
2015-05-15,237.50234499999996,239.325,236.2473925,237.8489725
2015-05-16,237.95692749999998,238.05169500000002,234.80616250000003,236.32438000000002
2015-05-17,236.0150025,237.51753749999997,235.3625,236.179375
2015-05-18,236.10084499999996,236.86250249999998,231.2512575,232.96498000000003
2015-05-19,233.25996750000004,234.02599500000002,231.20090999999996,231.94624249999998
2015-05-20,231.95709250000002,234.7570325,231.3969375,234.33087749999999
2015-05-21,234.39152500000003,236.21187500000002,233.77597999999998,235.40187499999996
2015-05-22,235.1437575,242.6375,233.23562750000002,238.9275
2015-05-23,238.8053625,240.2868375,237.39504749999998,237.96254749999997
2015-05-24,238.03030250000003,241.06312250000002,237.57279250000002,239.82250249999998
2015-05-25,239.95117000000002,240.35117,234.97562499999998,236.11749500000002
2015-05-26,236.2859425,237.5606225,234.74499999999998,236.17437250000003
2015-05-27,236.39749750000001,237.8625,235.04915250000005,236.0424975
2015-05-28,235.78500749999998,237.62586000000002,235.24250750000002,236.420665
2015-05-29,236.45651999999998,236.63623749999996,234.76542,235.85541999999995
2015-05-30,235.6800025,236.014885,230.74856250000002,232.5658275
2015-05-31,232.34563500000004,233.62219,228.16240749999997,228.7674075
2015-06-01,230.07789499999998,231.2103975,221.06300500000003,223.88476999999997
2015-06-02,224.0213525,226.9270375,221.617785,226.2193375
2015-06-03,225.33753750000002,227.61710750000003,223.70999999999998,225.53249999999997
2015-06-04,225.6575,226.573,222.85999999999999,223.39624750000002
2015-06-05,223.48434999999998,226.73179999999996,221.19225999999998,224.57874249999995
2015-06-06,224.56381000000002,225.5309525,223.51032,224.66032
2015-06-07,225.08738249999996,225.5223825,222.6963225,223.31382249999996
2015-06-08,223.29527499999998,229.33437249999997,223.13777499999998,228.5643725
2015-06-09,227.99749999999997,231.44182,227.31750000000002,229.55432000000002
2015-06-10,228.88261250000002,229.59261750000002,227.32268749999997,228.06813499999998
2015-06-11,228.40999250000002,230.44427249999998,228.11580250000003,229.12562500000004
2015-06-12,229.13509000000002,231.39337999999998,228.59508999999997,229.4381325
2015-06-13,229.1546875,232.306365,227.88615500000006,232.03755
2015-06-14,232.30500000000004,234.065625,231.55508749999998,232.57125000000002
2015-06-15,232.37063250000003,236.9487525,232.23562749999996,236.1362525
